,tweet,sentiment
583,way atx found popup scheduled close sunday lets hope rumor,1
584,launch major social network called circles circles,2
585,temp austin quite ipad2 left,1
586,really excited see documentary something ventured today rise intel genentech cisco amp atari,1
587,maps mobile 52 looks awesomesxsw,2
588,party dont badge suckas,2
589,vp speak topic 10 quick steps owning everything world,1
590,hey jen hear circles,1
591,oooorkut launch major social network called circles possibly today,1
592,folk looking 2s popup still stock colleague picked one protip,1
593,best sessions ive seen far morning music ixd designing interfaces winning,2
594,lol 2 true official people using 2 take photos look weird,0
595,interrupt regularly scheduled geek programming big news circles,2
596,dennis crowley wed love work could benefit working us social well checkins,2
597,line popup already around block 5 hrs b4 ipad2 goes sale,1
598,mayer admits needs step onetoone customer service would set amazing precedent fh,2
599,2 another reason id love,2
600,quotables giving away 2 today need sign entered automatically,1
601,googles quotthinking makingquot key agility drawn strategic planning slow unnecessarily agileagency,1
602,got 2 apples popup downtown austin,2
603,ûïmention spotted man need 2 ûò sxswiû man need go,2
604,awesome version web site coming want demo meet,2
605,ûïmention beta testing interactive book app moonbot studios louisiana cool appû,2
606,giving away sharers invite friends join aos ginger man,2
607,popup shop cool,2
608,mayer maps googles coming location dominance,1
609,hey attendeesyou hop line four days til ipad2 comes,2
610,perhaps vending machines 4 novels rtmention 2 popup stores open austin details,1
611,think would app blackberry gave finger guess ill carry around lame,0
612,circle game tries launch social network called circles,0
613,really want braille shirt ive seen people wear maybe ill ask guys booth next door,1
614,experimenting crucial brand says marissa mayer marissagoogle,1
615,props gsdm big g great crowd agency space bluezoom give run,2
616,quotapple comes w cool technology ones ever heard dont go conferencesquot,2
617,updated hbs startuptribe meets sat 312 4pm infogt drinks students check back 4 changes,1
618,great longform panel much web content geared toward workplace reading ipadkindle changed jmc322,1
619,clearly wasnt back twitter tiff dont think bigger sundance even filmfestepic,1
620,friend told talking smart bikes check bitlyawa50 io prototype,1
621,purchased 2 see people buying white one nicer frame presentations reading,1
622,maths day wave buzz circles circles fail,1
623,driving around austin street view scoping locations desk,1
624,spiltbeer consequences drunk techies lets see android offer compared,2
625,asked favorite nongoogle product said swiss watch,1
626,dear rule b4 twtng also add film gt replace locatn locatn w contxt cntxt cntxt,1
627,flipboards next platform ceo says,1
628,guess social network yet soon socialmedia facebook monopoly integration,1
629,get owle bubo 20 coupon use code sbsw2011 sxswfilm sxswi almedia,1
630,line wrapped around block day ipad2,1
631,schools marketing experts,2
632,spread word festival explorer app live free,2
633,false alarm circles coming nowûòand probably ever circles social,0
634,launch major social network called circles possibly today,1
635,gross ugh white people line 100 outside popup sixth amp congress ipad2,1
636,line popup phenomenal ipad2,2
637,yay thank pushio,1
638,taking tour tomorrow staying bay area tom night flying aus first thing,1
639,live photos 10x2 sehugg kshepherd juntao wuchangtx,1
640,35 socialmedia music stories may missed weekend via ipad2,1
641,c40 nice shot codes valid 800115959p 031411 infektd cvdc,1
642,googles mobile future elusive power via eurorscg sxswi,1
643,launch major social network called circles,1
644,competition task management solutions paper sxswdad,1
645,good news austin eats bbq available itunes austin bbq sxswi,2
646,z33 ounce prevention codes valid 120035959p 031411 infektd zlf,1
647,far biggest mistake bringing iphoneipad charger,1
648,dan neumann announced launch organics first consumerfacing app broadfeed check,2
649,technology opening popup austin setting popup west sixth tech,1
650,brilliant idea search engine ranking session small room 75 people locked,1
651,tomorrows panel css features folks opera chrome ie mozilla amp w3c downstairs selling ipads,1
652,quotthe mall sunday 10x crowded line fake need fucking donglequot genius let,0
653,waiting video pic ipadwinning performance accordion toodamnlucky,1
654,ubersocial app includes uberguide sponsored,1
655,ha feel like person nonmacipad,0
656,learning using html5 across multiple devices looking freebeernearme web android osx hack5 donline,1
657,shoot display search results go questions later osmpw,0
658,amp becoming competitors 4 theyre starting realize checkins cool,1
659,yet popup flawless 2 launch poor planning appleûªs part,0
660,alignd 2 big tech events ths days 1st ces amp gdc popup shop amp ipad2,1
661,set open popup shop core action ipad2,1
662,really cool shit working web fonts look hawt,2
663,mint talks mobile app development challenges teases app mobile,1
664,free cd download various artists featured artists itunes,1
665,jamin itunes album,1
666,2 line,1
667,launch major social network called circles possibly today sxswû course another social network,1
668,inspiring heart session app design far thanks,2
669,reid cites googles route around good start realtimenear realtime data,2
670,giving away 2 creator popular disc interactive create disc amp share twitter,1
671,ive never surrounded many users keep think phone thats ringing,2
672,interesting analytics track offsite links virtual pg views using script moreknowledge mitharvard,2
673,built pop 3 days open 247 selling 2s,1
674,quotthe explanation continued success existence godquot enchantment,1
675,hey austin know little android love music amp wanna make 20hour please let know,1
676,agnerd confession using laptop blackberry follow afar see agchat rock,1
677,ive always used camera bc image stabilizer mode suggestions cam app w feature sxswi,2
678,quotlack newsworthy announcementsquot unless count circles googlecircles,2
679,folks anybody going ipadandroid panel 330,1
680,ogilvy sydney podcast ep3 many hashtags ausxsw,1
681,150 mm usar maps ate mobile,1
682,reveals average time users spent nyts oscars app 16mins quotthat blew mindquot newsapps,1
683,design like design 101 class someone give talk assume didnt ditch previous experience,0
684,neither buying 2 today feel like geek cred basically gone,3
685,could spend teaching theater alone look schedule,1
686,nope seems circles launch today,0
687,uh oh left white 4 cab austin internet please help,1
688,nice app behaving today crashes yesterday ridiculous,2
689,quoteveryone already onequot antitheft protection leave laptop go get latte,1
690,open popup downtown austin 6th amp congress 2 launch,1
691,launch social network cnet news,1
692,knows maybe going garys talk wish could clip go,1
693,even security guards austin enjoy time cc,2
694,hotpot marissameyer next clevelandsteamer,1
695,das verpixelungsrechtûóthe right house pixelated street viewûó theft public,0
696,afraid would make miss buying worries opening pop shop,1
697,marissa mayer connect digital amp physical worlds mobile onmashtofhdcfn,1
698,¼ bad idea _ ã_ edchat musedchat sxswi classical newtwitter,1
699,line pop austin hot sunny employees delivered smart water line wow 1 hr go,2
700,top 7 things ive loved far outbrain groupme,2
701,surprise opened popup austin nerds town get ipads,2
702,microsoft got drunk changed default search yahoo,1
703,free itunes quotfeatured artistsquot sampler free music,2
704,among things missing googleaclu 80s dance party,2
705,ipad2 popup,1
706,ready take tech geekdom whole level need twitter hitops,2
707,rumor opening temporary downtown austin 2 launch rgv,1
